,IMDBid,movieId,movieTitle,releaseDate,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Thriller,War,Western
830,tt0117998,118,Twister (1996),10-May-96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
831,tt0117999,1338,Two Deaths (1995),09-Aug-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
832,tt0118001,1102,Two Much (1996),01-Jan-96,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
833,tt0118002,1040,Two if by Sea (1996),01-Jan-96,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
834,tt0118040,925,Unforgettable (1996) ?,23-Feb-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
835,tt0118044,146,Unhook the Stars (1996),30-Oct-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
836,tt0118055,280,Up Close and Personal (1996),01-Mar-96,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
837,tt0118064,1241,"Van, The (1996)",27-Jun-97,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
838,tt0118073,412,"Very Brady Sequel, A (1996)",23-Aug-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
839,tt0118100,1462,"Thieves (Voleurs, Les) (1996)",25-Dec-96,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
840,tt0118111,1007,Waiting for Guffman (1996),31-Jan-97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
841,tt0118113,1262,Walking and Talking (1996),12-Jul-96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
842,tt0118117,1676,"War at Home, The (1996)",01-Jan-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
843,tt0118127,1668,Wedding Bell Blues (1996),13-Jun-97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
844,tt0118147,1142,When We Were Kings (1996),14-Feb-97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
845,tt0118158,924,White Squall (1996),01-Jan-96,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
846,tt0118163,867,"Whole Wide World, The (1996)",25-Dec-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
847,tt0118230,1238,Full Speed (1996),01-Jan-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
848,tt0119256,1143,Hard Eight (1996),28-Feb-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
849,tt0119783,1226,Night Falls on Manhattan (1997) ? 1996,16-May-97,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
850,tt0119845,1236,"Other Voices, Other Rooms (1997)",01-Jan-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
851,tt0120118,1015,Shiloh (1997),23-May-97,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
852,tt0120238,1428,SubUrbia (1997),07-Feb-97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
853,tt0120414,987,Underworld (1997),09-May-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
854,tt0123281,1372,"Stranger, The (1994)",01-Jan-94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,tt0381992,329,Desperate Measures (1998),30-Jan-98,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
856,tt1363478,1438,Panther (1995) ?? 2 same year,01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
857,tt2661954,1398,Anna (1996),13-Nov-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
858,tt6590506,28,Apollo 13 (1995),01-Jan-95,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
859,tt7212140,990,Anna Karenina (1997),04-Apr-97,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
